transaction_id,grade,purchase_price_per_kg,sale_price_per_kg,quantity_kg,time_difference_days,price_markup_ratio,merchant_experience_years,market_volatility,season,floor_location,hour_of_day,is_fraud
TXN002769,L5,2.78,3.35,50.0,7.33,1.204,2.3,0.162,off_peak,chinhoyi,13,0
TXN002770,C1,2.13,2.46,861.02,8.67,1.157,14.5,0.182,off_peak,mutare,10,0
TXN002771,L5,2.78,3.2,50.0,11.89,1.151,7.6,0.101,peak,mutare,8,0
TXN002772,X5,0.91,1.0,266.96,3.4,1.1,3.4,0.257,off_peak,harare,12,0
TXN002773,L4,2.55,2.84,721.33,9.9,1.114,0.9,0.104,peak,chinhoyi,12,0
TXN002774,C1,2.44,2.72,50.0,12.14,1.112,0.2,0.045,peak,gweru,8,0
TXN002775,C2,0.94,2.65,340.74,0.18,2.809,12.3,0.112,peak,bulawayo,12,1
TXN002776,H1,1.86,1.96,440.24,3.49,1.054,0.1,0.204,peak,mutare,13,0
TXN002777,A2,3.18,5.58,434.32,4.13,1.751,14.3,0.14,off_peak,harare,10,1
TXN002778,L3,3.46,3.7,500.89,5.82,1.068,4.0,0.14,off_peak,chinhoyi,10,0
TXN002779,L5,2.43,2.93,77.87,9.93,1.205,1.1,0.146,peak,mutare,10,0
TXN002780,L5,2.45,2.89,50.0,9.34,1.18,9.4,0.186,peak,harare,8,0
TXN002781,H2,1.09,1.92,26.62,2.87,1.765,2.1,0.213,peak,mutare,21,1
TXN002782,T3,1.63,1.99,306.33,10.67,1.222,1.9,0.106,off_peak,bulawayo,11,0
TXN002783,L5,2.46,2.89,108.46,11.17,1.172,2.2,0.156,peak,gweru,10,0
TXN002784,H2,1.4,1.63,489.03,9.91,1.166,3.7,0.073,off_peak,harare,10,0
TXN002785,H1,2.15,2.75,593.86,12.03,1.28,2.5,0.184,peak,gweru,17,0
TXN002786,L3,1.94,2.61,520.64,5.23,1.347,4.9,0.133,peak,mutare,11,1
TXN002787,H3,0.94,0.9,72.66,8.73,0.964,17.2,0.088,peak,mutare,10,0
TXN002788,X2,2.89,3.66,464.68,10.29,1.267,9.7,0.214,peak,bulawayo,10,0
TXN002789,L4,3.36,4.17,231.22,9.44,1.244,0.6,0.187,off_peak,mutare,12,0
TXN002790,X5,1.68,1.94,733.51,6.99,1.151,1.0,0.17,peak,bulawayo,9,0
TXN002791,T3,2.24,2.62,711.37,9.02,1.171,1.7,0.175,peak,gweru,11,0
TXN002792,X4,1.94,2.32,210.99,6.2,1.193,8.3,0.174,off_peak,gweru,11,0
TXN002793,X5,1.17,1.37,752.65,2.78,1.171,0.5,0.232,peak,mutare,9,0
TXN002794,X2,2.89,2.64,997.78,10.1,0.911,1.1,0.17,peak,harare,10,0
TXN002795,H2,1.68,1.82,535.34,5.71,1.079,10.2,0.081,off_peak,harare,9,0
TXN002796,T2,2.08,2.28,799.75,3.88,1.099,3.2,0.149,peak,harare,18,0
TXN002797,L1,4.62,6.21,1233.24,7.4,1.343,4.2,0.13,peak,chinhoyi,8,0
TXN002798,H3,0.94,2.74,537.58,1.68,2.925,4.3,0.145,peak,chinhoyi,11,1
TXN002799,L2,3.44,3.67,593.57,7.41,1.067,2.7,0.079,peak,bulawayo,12,0
TXN002800,A3,4.73,5.99,2699.99,11.46,1.265,1.5,0.089,peak,harare,11,0
TXN002801,A1,4.94,6.06,409.81,1.8,1.227,7.3,0.156,off_peak,harare,14,0
TXN002802,H2,1.21,3.95,229.26,2.78,3.279,13.8,0.093,off_peak,chinhoyi,13,1
TXN002803,X2,2.53,3.06,1118.6,4.72,1.21,3.2,0.175,off_peak,bulawayo,11,0
TXN002804,B1,0.72,0.8,50.0,5.87,1.099,2.1,0.153,off_peak,mutare,5,0
TXN002805,X1,2.13,4.35,384.61,4.13,2.039,12.4,0.243,off_peak,bulawayo,3,1
TXN002806,X3,2.28,2.71,355.73,4.29,1.188,0.1,0.093,off_peak,harare,11,0
TXN002807,L1,4.69,5.48,606.85,10.19,1.168,5.8,0.151,off_peak,gweru,14,0
TXN002808,L4,2.89,3.75,1472.61,6.97,1.299,1.7,0.099,off_peak,harare,8,0
TXN002809,L5,1.62,2.58,410.93,10.17,1.594,6.0,0.233,off_peak,gweru,12,1
TXN002810,L4,1.87,5.88,288.95,2.13,3.144,12.4,0.135,off_peak,gweru,16,1
TXN002811,X4,1.83,2.06,669.37,6.31,1.13,9.3,0.122,peak,harare,15,0
TXN002812,L5,2.88,3.56,50.0,7.45,1.236,0.6,0.152,peak,bulawayo,8,0
TXN002813,A2,4.8,5.44,512.29,6.72,1.133,8.0,0.087,peak,bulawayo,14,0
TXN002814,H2,1.22,1.28,214.33,0.1,1.055,3.2,0.095,peak,bulawayo,15,0
TXN002815,X5,1.77,1.97,181.42,2.48,1.112,2.1,0.077,peak,bulawayo,8,0
TXN002816,L1,4.47,5.4,50.0,9.3,1.209,7.7,0.103,off_peak,harare,11,0
TXN002817,X2,1.66,2.36,166.26,5.46,1.423,1.4,0.123,off_peak,chinhoyi,11,1
TXN002818,X2,2.55,2.39,638.32,10.37,0.94,7.1,0.251,peak,bulawayo,10,0
TXN002819,H1,1.08,3.37,391.55,2.12,3.135,1.3,0.172,off_peak,bulawayo,11,1
TXN002820,X1,2.65,3.19,98.75,10.54,1.203,20.6,0.22,off_peak,gweru,9,0
TXN002821,H1,1.09,1.63,125.45,4.89,1.5,2.0,0.181,off_peak,harare,9,1
TXN002822,C2,2.39,2.93,339.98,6.64,1.229,4.2,0.173,peak,gweru,5,0
TXN002823,L3,3.51,4.57,986.66,12.76,1.301,2.0,0.097,off_peak,gweru,9,0
TXN002824,H3,1.4,1.65,963.75,8.26,1.18,1.2,0.193,off_peak,chinhoyi,7,0
TXN002825,H1,2.52,3.19,794.57,3.85,1.267,1.8,0.103,off_peak,chinhoyi,13,0
TXN002826,X5,1.08,1.19,597.17,8.02,1.106,13.1,0.156,off_peak,bulawayo,10,0
TXN002827,L2,4.1,6.97,39.34,0.84,1.701,2.9,0.121,peak,chinhoyi,9,1
TXN002828,L3,1.81,3.01,244.4,6.04,1.663,0.2,0.174,peak,gweru,2,1
TXN002829,L1,4.63,5.42,50.0,5.29,1.169,0.2,0.162,peak,harare,11,0
TXN002830,A2,5.09,5.7,50.0,2.39,1.118,1.5,0.2,peak,harare,9,0
TXN002831,L4,3.18,3.99,535.35,9.21,1.254,8.6,0.054,off_peak,gweru,9,0
TXN002832,X5,2.43,2.83,117.93,6.61,1.168,1.3,0.147,peak,mutare,9,0
TXN002833,L1,4.46,4.48,182.87,2.03,1.004,0.3,0.115,off_peak,bulawayo,6,0
TXN002834,X2,2.87,3.57,105.65,9.75,1.243,10.8,0.14,off_peak,mutare,8,0
TXN002835,T2,2.35,2.58,387.23,3.38,1.097,4.3,0.151,off_peak,mutare,9,0
TXN002836,T3,1.98,1.88,145.4,4.8,0.949,0.9,0.14,peak,gweru,9,0
TXN002837,A1,3.91,6.3,483.02,5.43,1.612,4.7,0.234,off_peak,gweru,20,1
TXN002838,X2,2.19,2.3,50.0,4.11,1.048,5.0,0.228,peak,gweru,7,0
TXN002839,L1,4.66,5.14,218.45,7.63,1.103,14.0,0.207,peak,mutare,11,0
TXN002840,L3,3.51,3.94,479.31,5.73,1.121,2.2,0.138,off_peak,bulawayo,11,0
TXN002841,B2,0.89,0.98,699.83,2.83,1.101,0.4,0.15,peak,gweru,19,0
TXN002842,C2,1.5,1.71,495.88,6.07,1.139,1.6,0.11,peak,mutare,16,0
TXN002843,L5,2.89,3.46,124.08,8.0,1.199,1.4,0.173,peak,gweru,10,0
TXN002844,B1,1.14,1.01,186.02,11.2,0.888,0.4,0.067,peak,bulawayo,10,0
TXN002845,C1,2.47,2.83,189.77,6.06,1.146,1.3,0.104,off_peak,chinhoyi,12,0
TXN002846,X5,0.95,1.99,446.5,2.58,2.098,5.4,0.174,off_peak,chinhoyi,16,1
TXN002847,X5,0.51,0.84,20.0,1.66,1.651,4.9,0.116,peak,chinhoyi,1,1
TXN002848,T3,1.79,2.21,896.51,11.39,1.235,1.2,0.153,peak,chinhoyi,14,0
TXN002849,A3,4.44,4.76,375.78,8.89,1.074,19.5,0.113,off_peak,chinhoyi,10,0
TXN002850,T1,2.64,3.29,606.47,9.67,1.247,4.8,0.139,off_peak,gweru,8,0
TXN002851,A3,4.09,4.09,68.48,6.23,1.001,13.6,0.042,off_peak,chinhoyi,8,0
TXN002852,C1,2.37,2.66,800.45,5.62,1.125,3.5,0.078,off_peak,chinhoyi,0,0
TXN002853,B2,1.17,1.48,1451.48,13.24,1.267,6.0,0.065,off_peak,harare,3,0
TXN002854,T3,1.2,1.4,477.55,5.81,1.165,4.7,0.2,peak,bulawayo,14,0
TXN002855,C1,2.22,2.5,494.54,8.09,1.129,6.0,0.188,off_peak,gweru,13,0
TXN002856,L3,3.38,3.73,112.27,7.03,1.105,0.8,0.154,peak,bulawayo,11,0
TXN002857,X5,1.48,1.84,603.99,6.81,1.241,2.5,0.148,off_peak,bulawayo,9,0
TXN002858,H1,1.93,3.99,104.45,0.94,2.068,6.8,0.109,off_peak,mutare,11,1
TXN002859,H1,1.83,1.66,413.18,11.03,0.907,4.1,0.118,peak,harare,18,0
TXN002860,L3,3.64,4.11,711.87,10.8,1.129,12.0,0.184,peak,bulawayo,10,0
TXN002861,X1,3.0,3.07,86.46,4.94,1.021,39.5,0.223,peak,harare,10,0
TXN002862,C2,2.08,2.57,1600.22,6.21,1.234,7.7,0.157,peak,chinhoyi,10,0
TXN002863,T3,1.4,1.68,145.16,3.82,1.197,6.8,0.123,peak,gweru,12,0
TXN002864,H2,1.58,1.78,1742.67,5.79,1.131,3.7,0.185,off_peak,mutare,12,0
TXN002865,L1,2.94,3.92,195.46,0.1,1.333,4.7,0.124,off_peak,harare,8,1
TXN002866,X5,1.24,1.55,72.92,8.3,1.253,0.6,0.104,peak,harare,16,0
TXN002867,L5,2.89,2.95,203.35,10.6,1.021,4.7,0.163,off_peak,harare,13,0
TXN002868,X1,3.03,3.79,287.22,0.1,1.252,7.9,0.086,peak,gweru,16,0
TXN002869,L3,3.63,3.44,230.99,9.08,0.947,0.4,0.127,peak,gweru,7,0
TXN002870,B2,0.81,1.69,228.86,1.02,2.095,5.9,0.133,off_peak,bulawayo,20,1
TXN002871,L1,4.35,5.46,279.82,2.55,1.254,2.8,0.144,off_peak,gweru,11,0
TXN002872,H3,1.11,1.54,357.32,7.82,1.39,1.0,0.163,off_peak,mutare,15,0
TXN002873,B2,1.03,1.11,91.92,9.25,1.086,13.7,0.129,off_peak,gweru,10,0
TXN002874,L3,3.23,4.17,318.09,2.91,1.291,0.9,0.227,off_peak,mutare,12,0
TXN002875,L4,3.02,3.45,537.94,5.8,1.144,0.2,0.205,off_peak,harare,14,0
TXN002876,X1,3.02,3.59,431.71,5.67,1.189,2.6,0.168,peak,bulawayo,8,0
TXN002877,T3,2.07,2.46,882.04,10.34,1.193,1.9,0.152,peak,gweru,10,0
TXN002878,C2,1.3,1.46,50.0,5.62,1.121,0.7,0.163,off_peak,harare,6,0
TXN002879,L3,3.67,4.46,353.31,8.63,1.215,0.1,0.163,peak,gweru,17,0
TXN002880,A1,5.18,5.66,109.02,8.82,1.094,1.4,0.134,off_peak,gweru,12,0
TXN002881,B2,1.05,1.21,400.98,10.12,1.156,0.2,0.182,off_peak,bulawayo,8,0
TXN002882,T3,1.85,2.07,454.49,8.25,1.117,1.0,0.127,off_peak,mutare,12,0
TXN002883,H1,1.01,1.94,789.7,0.49,1.92,19.2,0.166,peak,mutare,14,1
TXN002884,C2,1.77,2.15,878.43,10.73,1.214,20.4,0.298,off_peak,gweru,13,0
TXN002885,B2,0.65,0.83,117.46,7.05,1.271,5.7,0.185,peak,mutare,9,0
TXN002886,L2,3.98,4.1,291.41,10.63,1.031,3.9,0.129,off_peak,gweru,10,0
TXN002887,L3,3.31,4.21,201.67,3.03,1.273,14.2,0.093,peak,mutare,14,0
TXN002888,T2,2.12,2.19,109.15,7.57,1.03,2.4,0.098,off_peak,mutare,14,0
TXN002889,L2,4.14,6.84,116.01,0.69,1.652,1.6,0.173,off_peak,mutare,0,1
TXN002890,L4,2.8,3.02,50.0,6.7,1.079,3.7,0.118,off_peak,harare,11,0
TXN002891,L1,4.88,5.16,330.49,9.57,1.057,6.2,0.147,off_peak,chinhoyi,11,0
TXN002892,T2,2.49,2.97,1233.45,4.15,1.194,1.3,0.114,peak,bulawayo,11,0
TXN002893,T2,2.36,2.73,285.87,12.24,1.159,3.9,0.207,off_peak,mutare,8,0
TXN002894,L4,3.27,4.16,164.77,2.55,1.271,3.0,0.136,off_peak,bulawayo,22,0
TXN002895,T1,3.14,4.28,268.29,5.88,1.363,8.8,0.062,peak,gweru,10,0
TXN002896,T2,2.8,2.84,110.7,4.58,1.014,3.2,0.137,off_peak,gweru,5,0
TXN002897,T1,2.77,2.72,822.23,7.79,0.983,0.3,0.131,peak,mutare,12,0
TXN002898,B1,1.0,1.17,1416.1,1.52,1.176,1.5,0.151,peak,bulawayo,7,0
TXN002899,H1,1.07,2.34,219.08,4.03,2.194,7.1,0.163,peak,chinhoyi,8,1
TXN002900,T2,1.8,2.84,86.36,4.87,1.578,3.0,0.124,peak,mutare,10,1
TXN002901,A1,4.86,6.2,211.52,9.42,1.276,1.7,0.142,off_peak,mutare,11,0
TXN002902,A3,4.5,5.49,86.15,9.13,1.218,4.6,0.167,off_peak,bulawayo,13,0
TXN002903,X5,1.56,3.62,216.65,3.1,2.321,0.5,0.139,off_peak,bulawayo,7,1
TXN002904,L5,2.48,2.67,234.17,6.49,1.077,3.4,0.028,peak,gweru,10,0
TXN002905,X5,1.36,1.64,380.22,4.71,1.208,2.8,0.169,off_peak,mutare,11,0
TXN002906,B2,0.82,0.9,416.53,6.74,1.106,2.5,0.218,off_peak,mutare,13,0
TXN002907,L3,3.53,4.24,930.07,6.59,1.2,16.1,0.149,off_peak,gweru,14,0
TXN002908,X5,2.02,2.24,230.69,5.04,1.111,5.3,0.214,off_peak,chinhoyi,11,0
TXN002909,X4,2.34,3.0,581.78,7.07,1.28,1.0,0.122,off_peak,bulawayo,20,0
TXN002910,L2,3.69,4.27,348.78,5.56,1.157,1.0,0.214,peak,mutare,13,0
TXN002911,X1,2.79,3.04,331.79,2.0,1.088,8.2,0.172,peak,bulawayo,10,0
TXN002912,H3,1.09,1.45,309.87,4.02,1.329,8.0,0.238,off_peak,harare,11,0
TXN002913,T2,1.82,2.16,164.82,4.28,1.19,1.7,0.058,peak,mutare,7,0
TXN002914,L3,3.13,4.26,86.44,11.48,1.36,7.4,0.186,off_peak,chinhoyi,10,0
TXN002915,X3,2.73,2.75,411.2,7.64,1.007,10.7,0.049,off_peak,gweru,12,0
TXN002916,A1,5.15,9.37,20.1,5.88,1.82,0.2,0.181,off_peak,harare,8,1
TXN002917,X3,2.34,3.33,132.29,6.42,1.425,1.8,0.205,off_peak,mutare,9,0
TXN002918,T3,0.99,2.78,447.81,2.95,2.813,0.9,0.099,off_peak,harare,10,1
TXN002919,H2,1.44,1.53,180.65,5.88,1.058,2.0,0.132,peak,harare,16,0
TXN002920,X5,1.5,1.73,50.0,6.89,1.154,3.3,0.169,peak,harare,14,0
TXN002921,H2,1.22,1.33,459.83,8.41,1.09,6.2,0.153,off_peak,chinhoyi,8,0
TXN002922,L3,3.17,3.58,201.41,4.7,1.132,1.3,0.121,off_peak,bulawayo,8,0
TXN002923,L3,3.37,3.6,285.14,3.62,1.068,0.6,0.192,peak,chinhoyi,18,0
TXN002924,X3,0.95,2.49,44.18,1.8,2.628,3.9,0.132,off_peak,bulawayo,16,1
TXN002925,H2,0.91,2.27,453.14,0.81,2.503,4.2,0.152,peak,mutare,12,1
TXN002926,B2,0.65,0.73,90.11,4.43,1.12,2.4,0.085,peak,gweru,12,0
TXN002927,L4,3.2,3.85,404.86,16.84,1.2,1.5,0.133,peak,chinhoyi,7,0
TXN002928,H3,1.45,1.59,546.93,10.21,1.098,3.9,0.172,peak,chinhoyi,9,0
TXN002929,X4,1.42,1.61,288.22,11.05,1.132,5.6,0.153,peak,bulawayo,15,0
TXN002930,H1,2.0,2.23,834.88,7.67,1.118,9.2,0.153,peak,mutare,10,0
TXN002931,L2,4.05,4.57,964.72,6.73,1.127,4.9,0.129,off_peak,gweru,9,0
TXN002932,X1,3.42,3.78,770.98,5.86,1.105,6.4,0.162,off_peak,mutare,9,0
TXN002933,X2,2.64,3.0,589.12,9.08,1.137,0.4,0.172,peak,bulawayo,13,0
TXN002934,A2,4.75,5.81,1453.43,9.42,1.225,0.1,0.271,off_peak,harare,3,0
TXN002935,A1,4.97,6.25,623.89,7.77,1.257,3.4,0.126,off_peak,gweru,7,0
TXN002936,L4,2.41,3.37,244.28,8.65,1.401,1.9,0.129,peak,chinhoyi,14,1
TXN002937,A1,5.41,5.41,178.06,6.51,1.001,3.5,0.141,off_peak,chinhoyi,8,0
TXN002938,C1,1.96,2.14,50.0,5.3,1.089,1.5,0.075,off_peak,gweru,12,0
TXN002939,X3,1.8,2.07,61.52,6.67,1.148,0.3,0.102,peak,bulawayo,8,0
TXN002940,X4,2.09,2.65,54.53,3.03,1.268,10.0,0.139,off_peak,chinhoyi,8,0
TXN002941,L5,3.18,3.58,403.05,9.55,1.127,0.5,0.131,peak,mutare,17,0
TXN002942,X2,2.74,2.65,511.26,8.21,0.967,0.9,0.197,peak,mutare,11,0
TXN002943,X2,2.83,3.24,113.34,9.07,1.145,2.6,0.161,off_peak,gweru,13,0
TXN002944,T3,1.51,1.67,81.0,0.1,1.112,0.7,0.113,off_peak,chinhoyi,8,0
TXN002945,H2,1.73,1.88,50.0,6.02,1.089,11.4,0.209,off_peak,chinhoyi,19,0
TXN002946,X3,2.18,2.42,162.53,8.38,1.11,2.6,0.242,peak,harare,12,0
TXN002947,L5,2.84,3.45,399.07,10.17,1.216,1.4,0.16,peak,mutare,9,0
TXN002948,H2,1.39,1.81,384.15,9.7,1.3,2.6,0.146,peak,mutare,13,0
TXN002949,T3,2.07,2.24,437.48,5.43,1.084,0.1,0.149,off_peak,mutare,12,0
TXN002950,L3,3.78,4.19,105.79,9.37,1.107,2.9,0.194,off_peak,bulawayo,7,0
TXN002951,L4,3.93,4.4,50.0,8.93,1.121,12.0,0.251,off_peak,gweru,12,0
TXN002952,T2,1.2,3.31,30.25,1.36,2.761,1.0,0.21,off_peak,mutare,8,1
TXN002953,L1,4.55,4.8,177.54,4.88,1.053,6.9,0.289,off_peak,chinhoyi,9,0
TXN002954,C1,2.62,2.84,283.58,6.07,1.082,1.2,0.058,off_peak,gweru,14,0
TXN002955,L3,3.19,4.05,77.54,5.2,1.27,4.3,0.149,peak,gweru,10,0
TXN002956,L5,2.88,3.18,423.84,3.76,1.106,10.1,0.162,off_peak,mutare,17,0
TXN002957,T2,2.41,2.75,127.66,11.9,1.141,1.8,0.106,peak,bulawayo,10,0
TXN002958,C1,2.38,2.32,399.39,8.17,0.972,3.8,0.191,peak,mutare,11,0
TXN002959,L4,2.92,3.52,155.33,5.87,1.203,5.4,0.135,peak,bulawayo,4,0
TXN002960,H1,1.71,1.98,1885.11,7.63,1.158,0.3,0.191,peak,chinhoyi,11,0
TXN002961,T3,1.85,4.03,362.59,0.78,2.172,1.2,0.237,off_peak,gweru,19,1
TXN002962,X2,2.23,2.34,160.8,6.16,1.046,0.5,0.048,peak,gweru,1,0
TXN002963,L3,3.58,3.57,456.63,7.63,0.998,4.9,0.196,peak,chinhoyi,11,0
TXN002964,X5,1.6,1.99,131.86,10.65,1.243,3.6,0.182,off_peak,mutare,10,0
TXN002965,B1,1.19,1.41,1935.33,5.4,1.183,0.7,0.217,off_peak,chinhoyi,8,0
TXN002966,L3,3.15,3.56,798.11,7.79,1.129,4.2,0.119,peak,gweru,12,0
TXN002967,H1,1.88,3.22,293.06,3.44,1.718,10.6,0.14,peak,mutare,11,1
TXN002968,T3,2.36,2.91,50.0,0.6,1.234,4.2,0.071,off_peak,bulawayo,15,0
TXN002969,L1,2.49,8.69,330.35,3.98,3.49,15.2,0.096,off_peak,harare,16,1
TXN002970,C1,2.37,2.59,94.53,6.51,1.094,2.2,0.076,peak,bulawayo,10,0
TXN002971,L2,3.56,4.2,101.99,7.42,1.181,15.4,0.179,off_peak,gweru,11,0
TXN002972,H1,1.98,2.53,96.84,10.05,1.279,1.6,0.181,peak,chinhoyi,17,0
TXN002973,L1,4.49,5.17,50.0,13.55,1.152,0.6,0.132,off_peak,gweru,14,0
TXN002974,X3,2.03,2.33,1241.56,10.76,1.148,4.4,0.229,off_peak,mutare,7,0
TXN002975,C1,2.22,2.43,370.62,5.7,1.091,5.9,0.189,peak,harare,11,0
TXN002976,L5,1.77,2.81,61.2,1.05,1.588,0.7,0.146,peak,harare,9,1
TXN002977,C1,2.0,1.92,61.58,5.88,0.957,0.2,0.082,peak,bulawayo,18,0
TXN002978,L5,1.95,2.56,993.93,6.96,1.315,4.3,0.117,peak,mutare,14,0
TXN002979,H2,1.25,3.74,35.86,3.44,2.992,5.7,0.142,off_peak,mutare,12,1
TXN002980,A2,5.02,6.13,1456.66,7.89,1.221,7.0,0.134,off_peak,harare,23,0
TXN002981,T1,2.8,3.47,104.45,5.57,1.242,2.4,0.129,off_peak,harare,9,0
TXN002982,X4,2.58,2.84,173.73,8.25,1.1,0.5,0.188,off_peak,harare,12,0
TXN002983,B2,0.64,0.77,131.56,2.25,1.215,0.1,0.089,off_peak,chinhoyi,9,0
TXN002984,L1,4.67,5.55,379.94,4.43,1.19,1.9,0.057,off_peak,harare,12,0
TXN002985,L2,3.7,4.17,424.92,6.56,1.127,1.7,0.226,peak,bulawayo,16,0
TXN002986,H1,1.71,1.87,50.0,11.65,1.094,0.5,0.241,peak,mutare,9,0
TXN002987,X2,3.17,3.53,1717.61,3.15,1.114,1.6,0.1,off_peak,bulawayo,9,0
TXN002988,X4,1.88,2.27,50.0,6.63,1.208,0.9,0.139,off_peak,harare,12,0
TXN002989,C1,2.55,2.76,92.66,6.68,1.085,7.5,0.117,peak,bulawayo,13,0
TXN002990,X1,2.99,5.57,738.92,1.77,1.867,2.6,0.085,off_peak,chinhoyi,7,1
TXN002991,B2,0.88,1.04,196.46,3.59,1.188,0.1,0.165,off_peak,chinhoyi,10,0
TXN002992,L4,3.34,4.34,313.05,9.97,1.296,0.2,0.199,peak,chinhoyi,10,0
TXN002993,C1,2.27,2.85,1622.24,7.13,1.253,1.3,0.193,off_peak,harare,16,0
TXN002994,H1,1.71,2.04,2103.41,13.48,1.194,3.8,0.101,peak,gweru,12,0
TXN002995,H2,1.62,1.8,54.67,9.13,1.112,4.0,0.205,peak,mutare,11,0
TXN002996,T2,2.27,2.61,791.56,4.69,1.151,7.0,0.176,off_peak,gweru,19,0
TXN002997,X5,1.55,1.78,712.07,6.88,1.143,6.8,0.08,peak,mutare,9,0
TXN002998,X2,2.27,2.34,164.23,8.72,1.028,1.5,0.032,peak,bulawayo,16,0
TXN002999,B2,0.5,0.61,68.53,1.73,1.278,5.0,0.178,peak,gweru,12,0
TXN003000,L4,3.48,3.67,50.0,9.4,1.053,17.5,0.213,off_peak,harare,11,0
TXN003001,T2,2.48,5.23,108.5,1.85,2.105,0.8,0.145,off_peak,mutare,15,1
TXN003002,A2,4.79,5.93,397.76,2.16,1.239,20.7,0.122,off_peak,harare,11,0
TXN003003,H3,1.12,1.08,50.0,6.68,0.965,5.5,0.134,peak,bulawayo,12,0
TXN003004,L5,2.39,2.87,513.42,6.49,1.2,16.4,0.177,peak,chinhoyi,10,0
TXN003005,X3,1.88,2.33,1357.46,5.16,1.238,2.3,0.151,peak,bulawayo,14,0
TXN003006,H1,2.01,4.45,27.01,0.85,2.213,4.2,0.144,peak,gweru,7,1
TXN003007,T2,2.82,3.43,321.68,2.23,1.214,3.3,0.24,off_peak,bulawayo,7,0
TXN003008,X3,1.81,2.02,116.39,10.75,1.117,31.3,0.209,off_peak,bulawayo,12,0
TXN003009,X2,2.86,3.67,205.0,5.67,1.283,0.5,0.223,peak,harare,13,0
TXN003010,L2,4.32,4.47,615.07,6.8,1.036,7.4,0.063,off_peak,mutare,16,0
TXN003011,L4,2.9,3.63,791.09,8.81,1.249,1.9,0.106,off_peak,bulawayo,10,0
TXN003012,C2,1.69,2.11,237.53,7.2,1.25,22.5,0.145,off_peak,harare,14,0
TXN003013,L2,4.25,5.88,571.94,2.27,1.384,1.0,0.053,peak,chinhoyi,5,0
TXN003014,C2,2.12,2.73,275.84,6.7,1.285,14.1,0.176,peak,bulawayo,11,0
TXN003015,T3,2.38,2.59,1936.13,5.8,1.089,0.5,0.108,off_peak,harare,0,0
TXN003016,X4,2.2,2.25,442.83,6.45,1.024,2.3,0.123,off_peak,chinhoyi,10,0
TXN003017,T2,2.01,2.35,1229.72,3.62,1.166,0.5,0.23,off_peak,gweru,14,0
TXN003018,H3,1.22,1.47,52.79,1.39,1.203,2.0,0.199,peak,mutare,17,0
TXN003019,H1,1.98,1.96,585.92,4.34,0.988,4.4,0.101,peak,mutare,21,0
TXN003020,L3,3.73,4.29,99.04,9.11,1.15,1.0,0.119,peak,bulawayo,9,0
TXN003021,T2,2.07,2.01,69.24,9.37,0.971,1.1,0.177,peak,bulawayo,10,0
TXN003022,L5,2.3,3.06,813.04,6.3,1.332,0.4,0.065,off_peak,gweru,10,0
TXN003023,L2,4.19,4.74,431.39,1.79,1.133,0.5,0.114,peak,chinhoyi,15,0
TXN003024,H3,1.59,1.49,462.78,2.13,0.935,0.6,0.142,off_peak,bulawayo,8,0
TXN003025,L2,3.95,5.39,861.25,13.29,1.365,1.1,0.157,peak,mutare,12,0
TXN003026,A3,4.13,4.63,1837.45,0.1,1.12,13.0,0.221,peak,chinhoyi,10,0
TXN003027,A2,4.36,5.09,1115.61,3.83,1.168,9.9,0.155,off_peak,chinhoyi,5,0
TXN003028,B2,0.64,0.73,108.52,3.0,1.139,7.5,0.202,peak,harare,8,0
TXN003029,L3,2.96,3.51,1797.54,8.38,1.187,1.3,0.21,peak,bulawayo,8,0
TXN003030,A2,4.74,5.31,566.85,12.23,1.118,9.5,0.133,off_peak,chinhoyi,23,0
TXN003031,A3,4.29,5.48,50.0,8.88,1.277,2.4,0.233,off_peak,chinhoyi,12,0
TXN003032,H1,2.02,2.45,50.0,0.1,1.213,8.7,0.068,peak,harare,14,0
TXN003033,L4,3.52,4.15,569.52,2.89,1.179,7.6,0.099,off_peak,gweru,17,0
TXN003034,X5,1.58,1.84,548.91,7.87,1.166,6.4,0.082,off_peak,gweru,13,0
TXN003035,B2,1.29,1.18,152.71,5.89,0.914,0.6,0.174,off_peak,harare,13,0
TXN003036,B2,0.98,1.05,343.24,5.81,1.076,0.1,0.11,off_peak,chinhoyi,10,0
TXN003037,B2,0.81,0.98,50.0,5.17,1.213,4.5,0.086,peak,harare,10,0
TXN003038,C2,2.29,2.7,117.65,2.7,1.181,8.5,0.165,peak,chinhoyi,13,0
TXN003039,T2,2.6,2.89,66.74,7.06,1.114,12.2,0.152,peak,harare,15,0
TXN003040,H3,1.38,1.76,965.64,11.52,1.273,7.4,0.159,off_peak,chinhoyi,10,0
TXN003041,X3,1.97,3.09,132.55,1.2,1.57,4.0,0.118,off_peak,harare,0,1
TXN003042,L3,3.26,4.18,50.0,4.7,1.284,4.7,0.135,off_peak,mutare,9,0
TXN003043,X4,1.52,1.7,50.0,6.83,1.121,10.8,0.101,peak,gweru,11,0
TXN003044,X1,3.31,3.72,184.59,6.4,1.124,4.3,0.118,peak,chinhoyi,14,0
TXN003045,L1,4.74,5.68,372.61,3.63,1.197,12.7,0.116,peak,gweru,10,0
TXN003046,C2,2.23,2.58,1229.84,5.27,1.156,0.9,0.043,peak,harare,13,0
