grower_id,location,gender,loan_amount,hectarage,yields,merchant_contractor,side_marketer_effect,yield_per_ha,loan_per_ha,grade_normally_produced,mass_usually_produced_kg,default_level,default_prob
G02612,Mashonaland Central,F,1380.16,3.67,1799.67,Mashonaland Tobacco Company (MTC),0.7,491.0,376.5,X2,1585.9,1,0.765528
G02613,Mashonaland West,F,1596.22,0.78,788.71,Tobacco Sales Company (TSC),0.1,1007.0,2037.9,L4,729.1,1,0.371488
G02614,Mashonaland Central,F,26170.87,2.26,1945.24,Intercontinental Leaf Tobacco,0.1,858.8,11554.6,A2,1647.7,0,0.449193
G02615,Mashonaland West,M,2225.36,0.92,958.66,Tian Ze Tobacco,0.2,1041.3,2417.2,C2,1043.6,1,0.334922
G02616,Mashonaland Central,F,3322.6,4.42,8367.08,Curverid Tobacco (Pvt) Ltd,0.0,1893.5,751.9,A3,9595.2,0,0.335007
G02617,Mashonaland Central,M,2423.27,7.41,4557.49,Premium Leaf International,0.3,614.8,326.9,X5,4600.3,0,0.090102
G02618,Masvingo,F,6141.93,5.5,1429.37,Universal Leaf / ZLT,0.3,260.0,1117.2,L5,1635.5,1,0.784516
G02619,Matabeleland South,F,1554.33,4.06,2590.46,Intercontinental Leaf Tobacco,0.1,638.4,383.0,L2,2478.4,0,0.271141
G02620,Masvingo,M,894.51,5.05,6994.92,Premium Leaf International,1.0,1385.1,177.1,C1,6816.2,0,0.232621
G02621,Matabeleland South,M,1801.6,5.07,4063.16,Onhardt Tobacco (Pvt) Ltd,0.7,800.9,355.1,L5,3837.9,1,0.495892
G02622,Mashonaland West,M,1625.15,4.2,2405.73,Shasha Tobacco (Pvt) Ltd,0.5,572.1,386.5,A1,2608.7,1,0.464512
G02623,Masvingo,M,516.25,3.43,2100.72,Intercontinental Leaf Tobacco,0.3,612.4,150.5,A2,2263.6,0,0.390218
G02624,Manicaland,F,2940.63,9.23,1914.86,Northern Tobacco (Pvt) Ltd,0.1,207.5,318.6,X3,1776.3,0,0.363712
G02625,Mashonaland West,M,323.53,3.75,1537.73,Curverid Tobacco (Pvt) Ltd,0.7,410.6,86.4,L3,1635.5,1,0.886734
G02626,Matabeleland South,F,981.51,2.21,1270.97,Cut Rag Processors,0.1,575.6,444.5,C2,1097.5,1,0.402235
G02627,Mashonaland Central,M,6976.44,2.17,2571.69,Intercontinental Leaf Tobacco,0.7,1184.6,3213.5,X2,2377.5,1,0.916291
G02628,Mashonaland West,M,6595.61,6.06,7315.42,Onhardt Tobacco (Pvt) Ltd,0.7,1207.4,1088.6,C2,8473.3,0,0.655806
G02629,Mashonaland Central,F,2678.71,1.92,2207.97,Mashonaland Tobacco Company (MTC),0.7,1151.8,1397.3,A1,2337.7,0,0.676933
G02630,Matabeleland South,F,408.47,3.96,876.04,Curverid Tobacco (Pvt) Ltd,0.1,221.5,103.3,L1,709.9,0,0.525895
G02631,Mashonaland West,F,3147.1,0.77,508.28,Tian Ze Tobacco,0.3,658.8,4079.2,T2,484.8,1,0.557447
G02632,Mashonaland West,M,1978.25,0.46,292.88,Northern Tobacco (Pvt) Ltd,0.3,631.4,4264.8,X2,347.0,0,0.534694
G02633,Manicaland,F,2056.65,1.89,1670.41,Shasha Tobacco (Pvt) Ltd,0.3,884.7,1089.2,X1,1660.9,0,0.348214
G02634,Manicaland,F,6799.46,2.7,1291.52,Universal Leaf / ZLT,0.3,477.8,2515.2,X4,1404.1,1,0.753289
G02635,Mashonaland West,F,412.2,4.98,4806.81,Mashonaland Tobacco Company (MTC),0.1,965.4,82.8,L4,4145.3,0,0.01
G02636,Matabeleland South,M,13425.03,2.24,1169.31,Tobacco Sales Company (TSC),0.5,521.9,5991.8,L5,956.5,1,0.99
G02637,Matabeleland South,M,769.45,6.82,12705.04,Tobacco Sales Company (TSC),0.1,1862.8,112.8,X2,14151.9,0,0.249491
G02638,Masvingo,M,8964.29,1.03,734.33,Tian Ze Tobacco,0.0,710.8,8677.0,A1,809.9,1,0.742342
G02639,Manicaland,M,2830.44,4.68,3735.02,Zimbabwe Leaf Tobacco (ZLT),0.7,797.9,604.6,L4,3669.7,1,0.63577
G02640,Matabeleland South,M,170.48,0.37,271.9,Aqua Tobacco (Pvt) Ltd,0.7,735.4,461.0,X2,322.0,1,0.788272
G02641,Masvingo,M,308.55,8.0,12120.84,Aqua Tobacco (Pvt) Ltd,0.3,1514.9,38.6,B1,13692.2,0,0.204975
G02642,Mashonaland Central,F,1166.31,3.25,4407.31,Tian Ze Tobacco,0.3,1356.5,359.0,C1,3618.3,0,0.337539
G02643,Matabeleland South,M,7215.98,4.94,2411.97,Intercontinental Leaf Tobacco,1.0,487.9,1459.7,X3,2854.8,1,0.99
G02644,Matabeleland South,F,5462.15,3.52,4849.8,Premium Leaf International,0.7,1376.4,1550.2,A1,5610.3,0,0.832083
G02645,Mashonaland Central,M,2198.25,8.02,7701.96,Tobacco Sales Company (TSC),0.1,960.3,274.1,H1,7176.6,0,0.073582
G02646,Masvingo,M,894.91,1.45,1599.07,Universal Leaf / ZLT,0.5,1105.5,618.7,A2,1749.2,0,0.495229
G02647,Masvingo,M,8283.11,1.56,684.74,Aqua Tobacco (Pvt) Ltd,1.0,439.1,5311.4,C2,550.8,1,0.99
G02648,Masvingo,F,5644.41,1.62,897.84,Cut Rag Processors,0.1,554.9,3488.1,C2,933.4,0,0.712798
G02649,Mashonaland West,F,294.44,0.81,1015.97,Shasha Tobacco (Pvt) Ltd,0.1,1256.2,364.1,A2,818.4,0,0.01
G02650,Mashonaland West,F,384.83,1.56,1727.99,Curverid Tobacco (Pvt) Ltd,0.5,1104.4,245.9,L5,1550.7,0,0.214525
G02651,Masvingo,F,1736.57,4.06,3626.72,Aqua Tobacco (Pvt) Ltd,0.3,893.6,427.9,C1,4169.2,1,0.104882
G02652,Manicaland,F,33284.98,1.85,1106.5,Aqua Tobacco (Pvt) Ltd,0.5,597.5,17974.5,A2,921.0,0,0.712992
G02653,Matabeleland South,F,647.96,1.57,1100.38,Tobacco Sales Company (TSC),0.3,700.0,412.2,C1,1167.6,1,0.568778
G02654,Mashonaland Central,F,1152.6,1.42,941.74,Shasha Tobacco (Pvt) Ltd,0.0,663.6,812.2,H1,883.0,0,0.42029
G02655,Manicaland,F,700.4,2.14,1941.36,Intercontinental Leaf Tobacco,0.7,906.7,327.1,A1,1594.3,0,0.41127
G02656,Matabeleland South,F,2640.31,1.94,2203.21,Mashonaland Tobacco Company (MTC),0.5,1134.3,1359.3,X4,2188.0,1,0.763474
G02657,Manicaland,M,23690.59,3.21,3096.85,Premium Leaf International,0.7,964.6,7379.0,X3,2816.8,0,0.675159
G02658,Mashonaland Central,M,3119.79,2.55,1133.55,Tian Ze Tobacco,0.3,445.3,1225.7,X5,1008.0,1,0.692768
G02659,Matabeleland South,F,2337.06,2.47,1344.17,Premium Leaf International,0.7,543.7,945.4,A2,1350.9,1,0.761423
G02660,Mashonaland West,F,331.28,9.73,5155.0,Premium Leaf International,1.0,530.0,34.1,A2,5612.0,1,0.575889
G02661,Mashonaland Central,M,1529.79,3.69,2420.85,Intercontinental Leaf Tobacco,0.1,655.5,414.2,H1,2775.3,0,0.314729
G02662,Manicaland,F,3106.34,4.14,800.32,Universal Leaf / ZLT,0.3,193.5,750.9,L5,730.2,1,0.635213
G02663,Matabeleland South,F,20034.99,1.22,1205.92,Mashonaland Tobacco Company (MTC),0.0,988.4,16421.2,B1,1321.8,1,0.619476
G02664,Manicaland,F,932.99,2.31,602.16,Tobacco Sales Company (TSC),0.5,260.7,404.0,A1,481.7,1,0.514848
G02665,Mashonaland West,F,18357.79,3.9,3034.26,Aqua Tobacco (Pvt) Ltd,0.2,777.9,4706.5,C1,3452.4,1,0.50165
G02666,Manicaland,M,560.97,11.62,2816.83,Intercontinental Leaf Tobacco,0.5,242.5,48.3,X2,2888.2,1,0.744861
G02667,Manicaland,M,1161.83,1.69,850.92,Shasha Tobacco (Pvt) Ltd,1.0,502.4,685.9,B1,955.2,1,0.682299
G02668,Manicaland,F,1092.2,2.7,1274.71,Shasha Tobacco (Pvt) Ltd,0.2,471.3,403.8,T3,1202.5,0,0.432124
G02669,Mashonaland West,F,14400.95,1.58,1351.41,Aqua Tobacco (Pvt) Ltd,0.2,856.5,9126.7,L4,1214.7,1,0.455496
G02670,Mashonaland Central,F,1920.15,2.86,3115.28,Onhardt Tobacco (Pvt) Ltd,0.2,1089.2,671.3,A1,2770.6,1,0.112979
G02671,Masvingo,M,2518.62,0.99,1587.2,Intercontinental Leaf Tobacco,0.1,1601.6,2541.5,A1,1467.1,1,0.5266
G02672,Matabeleland South,F,5493.73,6.5,5437.36,Northern Tobacco (Pvt) Ltd,0.5,836.4,845.1,X1,5647.7,0,0.363695
G02673,Masvingo,M,1657.1,3.28,1479.92,Mashonaland Tobacco Company (MTC),0.5,450.9,504.9,T1,1654.9,1,0.897117
G02674,Matabeleland South,M,1348.27,0.8,344.76,Zimbabwe Leaf Tobacco (ZLT),0.0,429.6,1680.0,B2,386.8,1,0.954046
G02675,Masvingo,F,2769.08,3.72,1344.87,Onhardt Tobacco (Pvt) Ltd,1.0,361.3,743.8,T1,1561.3,1,0.99
G02676,Manicaland,M,273.97,1.42,2406.69,Mashonaland Tobacco Company (MTC),1.0,1689.6,192.3,A2,2545.8,0,0.433188
G02677,Manicaland,M,1732.34,5.72,5405.28,Onhardt Tobacco (Pvt) Ltd,0.0,944.5,302.7,L4,4740.2,0,0.029142
G02678,Mashonaland West,M,243.3,13.52,12147.48,Curverid Tobacco (Pvt) Ltd,0.5,898.4,18.0,X3,12128.6,0,0.086015
G02679,Manicaland,F,874.5,3.15,3886.41,Shasha Tobacco (Pvt) Ltd,0.0,1235.6,278.0,X5,4619.5,1,0.206745
G02680,Masvingo,F,4572.91,1.68,1799.94,Intercontinental Leaf Tobacco,1.0,1070.3,2719.2,L4,1609.7,1,0.99
G02681,Mashonaland West,F,1961.29,2.26,1761.26,Universal Leaf / ZLT,0.3,778.2,866.5,L5,1410.6,1,0.270699
G02682,Manicaland,F,2881.62,2.13,3999.15,Premium Leaf Zimbabwe,0.0,1873.7,1350.1,L5,4151.2,1,0.201576
G02683,Mashonaland Central,F,2423.2,7.48,10373.16,Intercontinental Leaf Tobacco,0.1,1387.7,324.2,L4,9495.5,0,0.01
G02684,Mashonaland Central,M,1224.4,7.06,880.14,Aqua Tobacco (Pvt) Ltd,0.5,124.6,173.3,X3,752.2,0,0.768127
G02685,Mashonaland West,M,2814.1,3.02,1315.5,Zimbabwe Leaf Tobacco (ZLT),0.7,436.2,933.2,X1,1286.4,1,0.877521
G02686,Manicaland,F,10090.14,3.96,4672.59,Cut Rag Processors,1.0,1179.0,2546.0,A2,3895.8,1,0.529817
G02687,Mashonaland West,F,964.38,2.39,2215.52,Northern Tobacco (Pvt) Ltd,0.2,925.6,402.9,C2,2247.5,0,0.106982
G02688,Manicaland,M,468.13,3.43,1750.85,Onhardt Tobacco (Pvt) Ltd,0.1,510.1,136.4,T2,1792.7,0,0.18518
G02689,Masvingo,F,978.42,3.72,2418.24,Premium Leaf Zimbabwe,0.7,649.3,262.7,L5,2168.8,0,0.42905
G02690,Manicaland,M,6983.09,1.62,666.39,Premium Leaf Zimbabwe,0.7,410.1,4297.7,X3,771.0,1,0.99
G02691,Mashonaland Central,F,1296.07,2.9,1059.53,Universal Leaf / ZLT,0.1,365.2,446.7,T3,1098.1,0,0.546945
G02692,Matabeleland South,F,3492.18,12.09,5068.64,Curverid Tobacco (Pvt) Ltd,0.7,419.4,288.9,X5,4697.1,1,0.951147
G02693,Manicaland,F,2958.96,2.11,1675.74,Premium Leaf International,1.0,794.4,1402.8,C1,1719.4,1,0.958311
G02694,Mashonaland West,M,348.44,5.54,4029.2,Intercontinental Leaf Tobacco,0.5,727.6,62.9,A3,4509.8,0,0.535145
G02695,Masvingo,M,2011.93,4.25,773.94,Premium Leaf International,1.0,182.1,473.4,L5,729.9,1,0.92243
G02696,Manicaland,F,5856.74,1.89,1033.35,Aqua Tobacco (Pvt) Ltd,0.3,545.3,3090.8,B1,1156.2,0,0.530351
G02697,Masvingo,F,6482.14,1.6,169.67,Cut Rag Processors,0.3,106.0,4049.7,H2,143.2,1,0.781526
G02698,Mashonaland West,M,2657.55,5.33,2544.16,Mashonaland Tobacco Company (MTC),1.0,477.4,498.7,X4,2103.6,0,0.834077
G02699,Mashonaland Central,F,14921.3,3.84,3686.59,Aqua Tobacco (Pvt) Ltd,0.7,959.0,3881.6,A2,3864.4,0,0.6069
G02700,Mashonaland Central,M,11701.82,7.06,8246.41,Curverid Tobacco (Pvt) Ltd,0.1,1168.5,1658.1,X3,7792.5,1,0.472184
G02701,Mashonaland West,M,2247.52,1.95,1788.21,Tobacco Sales Company (TSC),0.2,918.0,1153.8,C2,1719.5,1,0.422202
G02702,Matabeleland South,M,9187.22,2.55,3377.14,Cut Rag Processors,0.3,1324.0,3602.0,T1,3033.7,1,0.390092
G02703,Matabeleland South,F,3455.94,7.2,5190.99,Aqua Tobacco (Pvt) Ltd,0.7,720.7,479.8,L1,4260.7,1,0.747745
G02704,Matabeleland South,M,714.3,3.07,2926.95,Zimbabwe Leaf Tobacco (ZLT),0.7,952.7,232.5,H3,2469.4,1,0.455556
G02705,Manicaland,F,3191.72,4.26,1868.04,Cut Rag Processors,0.2,438.6,749.4,X2,1593.3,1,0.428304
G02706,Masvingo,M,2948.64,3.99,5021.14,Premium Leaf Zimbabwe,0.3,1259.6,739.7,L2,4818.2,0,0.255698
G02707,Mashonaland Central,F,1649.12,7.83,7502.58,Cut Rag Processors,0.5,957.9,210.6,T3,9002.1,1,0.434261
G02708,Mashonaland West,M,3996.34,10.16,9892.92,Zimbabwe Leaf Tobacco (ZLT),0.0,973.6,393.3,L2,8485.2,0,0.151627
G02709,Masvingo,M,10612.52,7.41,7791.95,Curverid Tobacco (Pvt) Ltd,0.0,1052.0,1432.9,X5,7944.3,1,0.431074
G02710,Mashonaland West,F,3021.22,12.22,11897.78,Tian Ze Tobacco,0.2,973.9,247.3,X5,14133.6,1,0.247822
G02711,Manicaland,F,26010.39,3.8,3127.76,Shasha Tobacco (Pvt) Ltd,0.5,823.1,6845.2,C2,2899.2,0,0.479168
G02712,Matabeleland South,M,1646.02,5.38,2243.09,Premium Leaf International,0.5,417.2,306.2,H3,2159.5,1,0.707481
G02713,Manicaland,M,739.98,3.52,3150.18,Premium Leaf International,0.1,894.7,210.2,L1,2691.5,1,0.098016
G02714,Masvingo,M,977.16,2.0,2890.92,Zimbabwe Leaf Tobacco (ZLT),0.7,1442.6,487.6,X5,2595.7,1,0.380042
G02715,Mashonaland West,F,637.02,0.93,603.54,Onhardt Tobacco (Pvt) Ltd,0.5,647.0,682.9,T1,519.1,1,0.61611
G02716,Matabeleland South,F,6001.65,3.78,2146.9,Universal Leaf / ZLT,0.0,567.4,1586.2,A1,2429.5,1,0.906922
G02717,Masvingo,F,6709.41,0.82,710.44,Shasha Tobacco (Pvt) Ltd,0.7,870.1,8217.1,X3,837.2,1,0.660516
G02718,Manicaland,M,673.31,9.8,2578.0,Intercontinental Leaf Tobacco,0.0,263.1,68.7,X3,2391.6,1,0.410441
G02719,Manicaland,M,302.65,5.41,3769.57,Northern Tobacco (Pvt) Ltd,1.0,697.1,56.0,L1,3138.3,0,0.638665
G02720,Mashonaland Central,M,623.87,1.92,841.16,Onhardt Tobacco (Pvt) Ltd,0.1,438.8,325.4,L1,816.5,0,0.394427
G02721,Mashonaland West,F,1281.42,5.82,4425.14,Shasha Tobacco (Pvt) Ltd,1.0,760.7,220.3,L2,4604.7,0,0.610442
G02722,Mashonaland Central,F,6076.74,3.59,4155.0,Intercontinental Leaf Tobacco,0.7,1157.7,1693.1,L2,4886.4,1,0.566875
G02723,Mashonaland West,F,981.47,3.64,2928.86,Tian Ze Tobacco,0.3,805.0,269.8,C1,3407.3,0,0.065513
G02724,Manicaland,M,2155.38,2.35,782.62,Premium Leaf Zimbabwe,0.1,332.4,915.4,H2,800.7,1,0.669024
G02725,Mashonaland West,F,2522.82,6.85,3944.41,Tobacco Sales Company (TSC),1.0,575.5,368.1,X3,4422.2,1,0.69569
G02726,Masvingo,M,1966.76,2.18,1296.5,Shasha Tobacco (Pvt) Ltd,0.3,595.1,902.8,H3,1155.3,1,0.511163
G02727,Manicaland,M,3834.73,3.77,4770.79,Tobacco Sales Company (TSC),0.3,1266.3,1017.8,H1,5487.5,0,0.342439
G02728,Mashonaland Central,M,393.59,9.1,8273.68,Tian Ze Tobacco,0.2,909.2,43.3,X5,9582.6,0,0.225404
G02729,Matabeleland South,M,4431.77,1.36,1387.35,Intercontinental Leaf Tobacco,1.0,1016.4,3246.8,H1,1273.2,1,0.976003
G02730,Mashonaland West,F,2099.72,0.81,229.18,Universal Leaf / ZLT,0.2,281.9,2582.8,H2,226.3,1,0.927468
G02731,Masvingo,M,13364.55,1.35,981.29,Premium Leaf International,1.0,724.7,9870.3,B2,811.6,1,0.96929
G02732,Masvingo,M,2356.03,3.35,3100.79,Cut Rag Processors,0.5,925.4,703.1,X5,3279.9,0,0.402735
G02733,Masvingo,F,282.78,2.78,3003.24,Universal Leaf / ZLT,0.1,1082.2,101.9,X1,3208.8,1,0.318874
G02734,Matabeleland South,F,4545.53,3.69,2506.97,Onhardt Tobacco (Pvt) Ltd,0.5,679.7,1232.4,X1,2849.5,1,0.863434
G02735,Masvingo,F,47556.53,5.45,3730.91,Universal Leaf / ZLT,0.5,684.5,8725.6,X3,3580.9,1,0.746855
G02736,Mashonaland Central,M,3757.4,1.5,1738.05,Curverid Tobacco (Pvt) Ltd,0.7,1157.3,2501.8,A2,1484.8,0,0.652345
G02737,Mashonaland West,M,6159.3,2.26,1090.18,Tian Ze Tobacco,0.1,481.8,2721.9,H1,890.6,1,0.810686
G02738,Masvingo,M,1395.1,2.52,1349.01,Intercontinental Leaf Tobacco,0.1,535.9,554.3,X1,1453.1,1,0.519596
G02739,Masvingo,M,37539.44,4.7,8142.69,Northern Tobacco (Pvt) Ltd,0.3,1731.9,7984.6,X5,9214.3,1,0.652589
G02740,Masvingo,M,1445.99,1.88,1926.07,Onhardt Tobacco (Pvt) Ltd,1.0,1025.2,769.6,C1,1591.5,0,0.530688
G02741,Masvingo,M,311.06,1.65,1992.6,Shasha Tobacco (Pvt) Ltd,0.7,1210.4,189.0,H3,2148.7,1,0.593722
G02742,Manicaland,M,939.81,3.91,2102.0,Intercontinental Leaf Tobacco,1.0,538.0,240.5,X2,2188.4,0,0.53378
G02743,Mashonaland Central,M,4196.27,4.85,5214.69,Shasha Tobacco (Pvt) Ltd,0.3,1076.0,865.9,X5,5574.2,0,0.029384
G02744,Masvingo,M,139.03,2.69,3583.54,Shasha Tobacco (Pvt) Ltd,0.1,1334.6,51.8,C1,4167.9,1,0.225001
G02745,Mashonaland West,M,863.76,2.39,1228.43,Onhardt Tobacco (Pvt) Ltd,0.7,514.7,361.9,X5,1300.0,1,0.660057
G02746,Masvingo,M,2311.34,4.78,9031.25,Intercontinental Leaf Tobacco,0.5,1887.5,483.1,C2,10696.2,1,0.491565
G02747,Mashonaland Central,M,23010.36,7.01,2925.96,Premium Leaf International,0.1,417.4,3282.8,X3,2797.2,0,0.74875
G02748,Mashonaland West,M,988.35,3.9,9156.92,Mashonaland Tobacco Company (MTC),0.2,2347.5,253.4,A3,8679.5,1,0.359079
G02749,Masvingo,F,10648.65,5.05,4993.83,Premium Leaf International,0.7,988.5,2107.9,L4,5685.5,1,0.701594
G02750,Matabeleland South,F,2978.24,11.38,8530.01,Shasha Tobacco (Pvt) Ltd,0.3,749.8,261.8,C2,10041.7,1,0.478558
G02751,Mashonaland Central,M,2538.85,1.97,1248.53,Intercontinental Leaf Tobacco,0.0,633.1,1287.5,B2,1094.7,0,0.520101
G02752,Mashonaland West,M,1854.71,0.75,836.38,Universal Leaf / ZLT,0.3,1112.8,2467.6,A1,699.8,0,0.4326
G02753,Masvingo,M,917.24,1.52,592.9,Aqua Tobacco (Pvt) Ltd,0.2,389.3,602.3,L1,648.0,0,0.7823
G02754,Matabeleland South,M,2978.41,6.06,5917.38,Northern Tobacco (Pvt) Ltd,0.0,976.7,491.6,A3,6490.4,0,0.165216
G02755,Manicaland,F,547.84,3.34,233.22,Intercontinental Leaf Tobacco,0.2,69.8,163.9,L5,215.5,1,0.398149
G02756,Matabeleland South,M,1374.36,2.58,2001.57,Universal Leaf / ZLT,0.0,777.2,533.7,X5,1847.9,1,0.702215
G02757,Mashonaland Central,M,4909.2,4.09,343.78,Premium Leaf International,0.3,84.0,1200.0,C1,371.6,1,0.829441
G02758,Manicaland,F,1625.11,1.86,2750.83,Tobacco Sales Company (TSC),0.5,1479.7,874.1,X4,2582.0,0,0.291828
G02759,Manicaland,M,2039.1,5.43,2406.38,Zimbabwe Leaf Tobacco (ZLT),0.0,443.0,375.4,X4,2639.9,1,0.642671
G02760,Mashonaland West,F,5706.12,5.58,1884.0,Premium Leaf International,0.5,337.7,1022.8,B2,1935.3,1,0.954056
G02761,Mashonaland Central,F,2395.68,4.48,1229.91,Cut Rag Processors,1.0,274.7,535.1,A1,1087.3,1,0.820348
G02762,Matabeleland South,M,252.38,3.44,5496.32,Shasha Tobacco (Pvt) Ltd,0.0,1596.9,73.3,B2,4492.7,0,0.196367
G02763,Manicaland,F,6816.77,7.58,10131.51,Premium Leaf Zimbabwe,0.3,1337.4,899.8,T1,10813.2,0,0.139644
G02764,Masvingo,M,4103.62,6.22,4855.38,Tobacco Sales Company (TSC),1.0,780.1,659.3,X5,5449.6,1,0.822692
G02765,Matabeleland South,F,620.76,4.99,3365.15,Premium Leaf Zimbabwe,0.2,674.3,124.4,B1,3043.8,0,0.562651
G02766,Manicaland,M,24653.59,2.25,1381.71,Universal Leaf / ZLT,0.3,614.1,10957.3,X1,1556.9,1,0.702581
G02767,Manicaland,M,7701.94,4.82,6393.27,Premium Leaf Zimbabwe,0.1,1327.4,1599.2,T3,6460.4,0,0.16607
G02768,Masvingo,M,2056.29,5.83,9171.01,Aqua Tobacco (Pvt) Ltd,0.2,1574.3,353.0,L5,8565.8,0,0.248241
G02769,Mashonaland West,F,2915.47,1.28,484.99,Shasha Tobacco (Pvt) Ltd,0.5,379.7,2282.6,X5,512.3,1,0.917469
G02770,Mashonaland Central,F,4192.16,3.85,1655.01,Premium Leaf Zimbabwe,0.3,429.4,1087.7,L2,1568.4,1,0.819538
G02771,Manicaland,F,904.92,6.16,1585.83,Zimbabwe Leaf Tobacco (ZLT),1.0,257.3,146.8,T2,1327.7,1,0.927051
G02772,Mashonaland West,M,9014.19,8.51,5757.93,Intercontinental Leaf Tobacco,0.2,676.3,1058.8,L2,5934.3,1,0.486642
G02773,Mashonaland West,F,1008.72,2.38,4593.39,Mashonaland Tobacco Company (MTC),0.3,1931.1,424.1,B2,3806.1,0,0.01
G02774,Mashonaland West,F,644.44,2.29,3068.57,Tian Ze Tobacco,0.5,1339.4,281.3,X1,3015.5,1,0.19799
G02775,Mashonaland Central,F,8132.46,3.67,2420.16,Premium Leaf Zimbabwe,1.0,659.4,2215.9,X3,2711.0,1,0.83577
G02776,Mashonaland Central,F,5697.63,3.49,4111.84,Curverid Tobacco (Pvt) Ltd,1.0,1177.8,1632.1,B1,3826.9,1,0.769443
G02777,Manicaland,M,3256.6,20.05,11113.66,Intercontinental Leaf Tobacco,0.5,554.2,162.4,A1,12659.3,0,0.506349
G02778,Mashonaland Central,F,8215.4,2.49,3608.72,Tobacco Sales Company (TSC),0.0,1448.7,3298.1,A2,3674.5,1,0.484697
G02779,Mashonaland Central,M,1141.13,5.25,8905.49,Premium Leaf Zimbabwe,0.3,1697.3,217.5,L3,9622.3,0,0.087011
G02780,Mashonaland Central,M,9358.75,3.11,1274.87,Cut Rag Processors,1.0,410.2,3011.0,H3,1465.9,1,0.99
G02781,Masvingo,M,2608.15,5.62,2636.0,Mashonaland Tobacco Company (MTC),0.0,468.9,463.9,L2,2907.7,1,0.684223
G02782,Mashonaland Central,M,3346.6,3.7,1966.46,Shasha Tobacco (Pvt) Ltd,0.5,531.1,903.8,X2,2197.9,0,0.411177
G02783,Matabeleland South,F,419.91,5.66,2032.69,Mashonaland Tobacco Company (MTC),0.2,359.4,74.2,A1,1641.5,1,0.837485
G02784,Mashonaland Central,F,4107.89,6.6,3894.99,Premium Leaf International,0.0,590.1,622.3,L4,3221.3,0,0.369028
G02785,Matabeleland South,M,1904.83,2.15,1506.91,Northern Tobacco (Pvt) Ltd,0.3,700.0,884.9,B2,1570.1,0,0.515035
G02786,Mashonaland West,M,4062.74,1.95,952.85,Aqua Tobacco (Pvt) Ltd,0.1,488.3,2082.1,X5,942.7,1,0.587279
G02787,Mashonaland Central,M,4050.11,0.76,386.24,Tobacco Sales Company (TSC),0.1,505.1,5296.8,X1,366.0,1,0.676762
G02788,Matabeleland South,M,680.46,3.66,3061.2,Northern Tobacco (Pvt) Ltd,0.7,836.1,185.9,T1,3295.9,1,0.526239
G02789,Manicaland,F,2257.22,6.24,4249.1,Northern Tobacco (Pvt) Ltd,1.0,681.2,361.9,H2,3594.1,0,0.565238
G02790,Mashonaland Central,F,1673.03,2.7,4178.23,Universal Leaf / ZLT,0.3,1547.3,619.5,B2,3595.7,0,0.217726
G02791,Mashonaland West,F,812.99,8.71,5174.64,Premium Leaf Zimbabwe,1.0,594.3,93.4,C2,4231.7,1,0.707272
G02792,Masvingo,F,3371.4,0.36,221.26,Zimbabwe Leaf Tobacco (ZLT),0.1,620.6,9455.6,T2,239.5,1,0.553098
G02793,Matabeleland South,M,2665.31,1.56,766.88,Universal Leaf / ZLT,0.2,491.9,1709.5,X3,717.3,1,0.99
G02794,Masvingo,F,848.32,1.78,1533.43,Onhardt Tobacco (Pvt) Ltd,0.5,859.3,475.4,X4,1603.6,0,0.153958
G02795,Manicaland,F,998.78,8.25,6336.91,Intercontinental Leaf Tobacco,0.0,767.7,121.0,X1,5973.2,0,0.314162
G02796,Mashonaland West,F,1925.01,1.98,2039.08,Cut Rag Processors,0.0,1032.3,974.6,X2,1973.2,0,0.085443
G02797,Matabeleland South,M,2694.38,2.0,2887.54,Premium Leaf International,0.2,1442.7,1346.2,T1,2913.4,1,0.455108
G02798,Mashonaland Central,M,36872.65,9.59,1020.58,Shasha Tobacco (Pvt) Ltd,0.2,106.4,3845.6,L1,937.9,0,0.773655
G02799,Mashonaland Central,M,1503.52,3.4,1035.62,Zimbabwe Leaf Tobacco (ZLT),0.5,304.3,441.7,X1,901.8,1,0.620915
G02800,Manicaland,M,2479.68,12.63,13622.63,Premium Leaf Zimbabwe,0.0,1078.7,196.4,T1,14007.2,0,0.01
G02801,Manicaland,M,4290.33,0.33,373.25,Cut Rag Processors,0.3,1140.1,13104.7,L2,412.6,0,0.434493
G02802,Manicaland,F,2104.02,4.41,3745.59,Mashonaland Tobacco Company (MTC),0.2,849.2,477.0,X1,4061.1,0,0.053012
G02803,Mashonaland West,M,13430.49,3.73,3567.54,Universal Leaf / ZLT,0.0,957.5,3604.8,A2,3328.3,0,0.38381
G02804,Mashonaland West,M,3245.02,1.26,772.56,Intercontinental Leaf Tobacco,0.0,613.3,2575.9,H2,783.1,1,0.733346
G02805,Matabeleland South,M,1297.2,4.02,5307.89,Northern Tobacco (Pvt) Ltd,1.0,1319.8,322.5,H2,4795.7,1,0.593968
G02806,Masvingo,M,6358.8,0.49,493.12,Tian Ze Tobacco,0.0,999.6,12890.5,L1,514.7,0,0.496677
G02807,Mashonaland Central,F,500.87,12.49,20700.38,Tian Ze Tobacco,0.7,1658.0,40.1,T1,17201.7,1,0.517253
G02808,Mashonaland Central,F,1257.03,0.88,509.93,Northern Tobacco (Pvt) Ltd,0.1,581.2,1432.6,X3,468.0,0,0.55836
